,id,listing_url,experiences_offered,neighborhood_overview,notes,transit,interaction,house_rules,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,zipcode,latitude,longitude,property_type,room_type,amenities,price,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,L_Year,L_Month,L_Date
754,4152752,https://www.airbnb.com/rooms/4152752,none,"First, you couldn't be anymore centrally located with literally everything at your doorstep.  I also love the convenience the neighborhood offers. In the end staying here will save you money on taxi's and subways because you can walk to everything. Also, everything is open 24 hours a day.  Cant sleep because of jet lag?  Great, go get something to eat at 4 am!","Also, some of my neighbors have begun to complain about the traffic in the building.  Therefore, if anyone in the building asks you anything you can tell them you are staying with me etc., just don't mention Airbnb specifically.  I want to keep that private. I am doing nothing wrong but I still want to avoid any attention in my direction. This is of note; many people who don't live in a congested city like New York think or feel that the apartment is small.  Although this is my dream apartment I totally get where this is coming from because I am from the suburbs of Ohio originally.  I think what makes the apartment seem small is that I am in what would be called the living room (keep in mind there is a door separating the space so it feels very private to me and for you too) but this lack of a living room makes the space feel 'tight'.  Ultimately, I don't think this matters because you are only here to sleep and shower (and maybe have a cup of tea or some fruit for breakfast).  Of cour","The apartment is only a few minutes walk from all the sights of NYC: Times Square, Broadway and Theater District, Columbus Circle and Central park, Rockefeller Center, and near all major subway lines in the city (A, C, E, N, R, 1, 2, 3) and transportation hub (34th st Penn station LIRR NJTransit, Path, 42nd st Port Authority). From airbnb neighborhood description, and other hosts:  Head to Hell’s Kitchen to explore an excitingly trendy  neighborhood; Bursting with energy and devilish charisma, Hell’s Kitchen continues to evolve as high-rises move in and it is constantly growing. This classic New York City neighborhood is near it all—theaters on Broadway, green lawns in Central Park, and revered mom-and-pop culinary mainstays. As a storied NYC haunt, Hell’s Kitchen lives up to its unmistakable mystique.  This area has to be one of the most exciting areas in Manhattan for dining and outing. There are thousands of NYC top restaurants with all kind of different cuisines, popular bars and c","This is an opportunity to experience life in the city as a local, which if you have used Airbnb successfully, you know already how different it is from standard hotels. This is what I experienced using Airbnb and this is the experience I feel committed to convey to you. I will be available for you before and during your stay for advice, information, or other things you may need. And if you're interested, I will give you some info beyond the ""tourist guide"" stuff you can't easily find for yourself. Please feel free to ask for any piece of information you're interested in that does not appear here. I am glad to help.","Just to insure a smooth and easy visit.  Here are a few things I want all guests to be aware of. I am perfectly within my right to do Airbnb but I want that to remain private.  If any neighbor should ask, you can say you are staying with me, just do not mention anything about Airbnb specifically it is not something I want my neighbors to know. Be considerate of noise and do not draw any attention to yourself especially when you have your suitcases with you in the hallway or in front of the building. Please feel free to communicate anything that you find different or not to your liking.  If I can fix it I will. What is important is if you don't communicate to me while you're here how can I then make it better? Now that it is summer I do not mind the air conditioning being left on when you are not here but please before you leave just turn it down to low/economy. This doesn't happen often but some guests have taken to sleeping with their door either open or ajar but because your room is ",21546973,within a day,100%,100%,t,1.0,1.0,Manhattan,10019,40.76424,-73.99152,Apartment,Private room,"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}",103.0,443,48,2014-10-03,2020-01-21,97.0,10.0,10.0,10.0,10.0,6.31,2020,01,21
755,4157451,https://www.airbnb.com/rooms/4157451,none,"The apartment is near Subway Station and Bus Stop, the best restaurants, Starbucks, bars, supermarkets (food emporium, Gristedes, Citarella, etc), bed bath and beyond, 24-hour drugstore, and 24-hour delis, Museums, Central Park, etc.  If you don't know this area yet, you will soon fall in love for this neighborhood!",,"Close to transportation: about 5 minutes walk to ""Q"" train (72nd Street and Second Avenue), one block from express/local bus lines, and crosstown buses. Easy to come by Subway from JFK airport and LaGuardia. Save about $120 by coming from Subway instead of a taxi.",I go to school early in the morning and work for a law firm during the afternoon.  I usually leave early and come home late at night.,Please close the doors gently to avoid noise.  Speak quietly early in the morning and late at night.   Keep your personal items inside your bedroom.,9432174,within an hour,100%,100%,t,0.0,0.0,Manhattan,10021,40.76805,-73.95424,Apartment,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Dryer,""Carbon monoxide alarm"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,""Dishes and silverware"",Stove,""Luggage dropoff allowed"",Other}",75.0,101,13,2015-12-16,2020-05-06,96.0,10.0,10.0,10.0,10.0,1.82,2020,05,06
759,4215595,https://www.airbnb.com/rooms/4215595,none,"Historically, the Lower East Side was a stopping ground for immigrants who just arrived in NYC and was filled with tenements. There is an awesome Tenement Museum now on Orchard street, not far from my apartment. The Lower East Side has, in my opinion, two identities. The eastern side is very residential. The western, more in part is a hip, night time destinations with many bars, restaurants, galleries, cafes, independent shops, etc. My apartment is a couple of minutes from the hip part.  My particular street is very much in transition definitely going through gentrification. My block has now three renovated buildings, including mine and I suspect in a few years, will be completely different.  My immediate neighborhood is a mix of people - a real reflection of NYC diversity - Asian, Latin, Jewish, Black, young professionals, hipsters, artists, etc. It's a cool mix. The street is urban for sure but very safe. My building is filled with young professionals, creative types - one married co","This is my personal apartment. It's not a business. It's not a hotel. It's not perfect. I host often and keep up with my place because of that. I try to keep it as clean as possible. However, it does have imperfections like anyone's home. If you expect perfection, it's best you book a hotel. :)","F train, East Broadway stop is seconds away, very convenient and per my reviews, one of the things people love about my place.  The East Broadway stop is the last stop in Manhattan before it heads to Dumbo in Brooklyn The F train also goes up the center of Manhattan and can take you to the East Village, Soho, West Village, Chelsea, Time Square, Rockefeller Center and the southern part of Central Park. It's the best train! :)","As we will be sharing the apartment, interaction is a given. I will definitely give you as much privacy and quiet time as needed, but I am also always available for pleasant conversation and if have time, up for beers and hanging out.","No smoking. No pets in apartment. No guests, especially overnight.",7549,within an hour,100%,21%,t,4.0,4.0,Manhattan,10002,40.71329,-73.99047,Apartment,Shared room,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",40.0,96,8,2014-10-12,2020-03-02,97.0,10.0,10.0,10.0,10.0,1.37,2020,03,02
766,4276532,https://www.airbnb.com/rooms/4276532,none,"Harlem and the Mount Morris Park neighborhood are two of the most interesting neighborhoods in NYC right now.  Historically protected the wide boulevards offer great skyline views and multi cultural exchange.  Famous gospel churches near fashionable restaurants near unique shopping and the Apollo Theatre.  So convenient and fun, yet quiet accessible and more","This a beautiful place to gather together with friends and family to create wonderful memories.  The kitchen is well equipped, the linens are top quality.  There is museum quality art deco furnishings and art work.  Every detail has been addressed for your comfort.  It is convenient to everything there is to do in NYC and offers access to many other unique Harlem experiences.",The Harlem Getaway is two blocks from the 2/3 express train stop at 125th Street.  That subway will get you Times Square is 15-18 minutes.  It is 23 minutes to the Chambers Street and the WTC memorial,"I offer all my guests a complimentary walking tour of Harlem and a personal tour of the house.  I offer complimentary coffee,artisanal teas and all city tips for great things to do and directions.  I am a long time New Yorker and Harlem resident since 2005.","8.  Please do not open any windows in the kitchen or on the Parlor floor without       discussing it with the owner.   The upstairs windows may be opened if necessary      but the top windows tend to slip down and they can be very difficult to close. 9.Occasionally, the toilet handle in the parlor bathroom gets stuck and the toilet        water will continue to run: after flushing, make sure the handle returns to the full     vertical position so that the water will cut off.  10. Everything in the house works but should be treat gently, the shades, the elevator, billiard table etc.  will all require repair if not handled correctly.  Please be conscious that most of the furniture is antique/vintage and should be treated delicately. 11.The dining room table is a work of art that took two years to create.  It was custom made in 1992 by furniture craftsman David Ebner is Bellport, Long Island.  Please do not sit on the table, do not tip back in the chairs, put your feet up on it etc.  In o",9854191,within a day,89%,85%,t,2.0,2.0,Manhattan,10027,40.80469,-73.94594000000001,House,Entire home/apt,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Building staff"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",1000.0,52,14,2015-03-15,2020-03-16,99.0,10.0,10.0,9.0,10.0,0.8,2020,03,16
767,4276762,https://www.airbnb.com/rooms/4276762,none,"Harlem's historic Sugar Hill neighborhood is still home to international jazz greats.  Quiet, tree-lined streets, gorgeous rows of 19th century townhouses, fast subway access to downtown attractions, short walk to Yankee Stadium. Walking distance to restaurants, cafes, supermarkets, Riverbank State Park (olympic-size pool, sports fields, winter ice-skating), as well as several playgrounds and basketball courts.",We know several neighborhood babysitters.,"We are less than 5 minutes walk to 5 subway lines: #1, B & C local trains and A & D express trains. 15 minutes to midtown.  Several city buses also stop on our corner.","We want to help make your visit perfect and we are always reachable via text, cell phone and email.","No parties, pets or smoking.",2807798,within an hour,100%,99%,t,2.0,2.0,Manhattan,10031,40.83048,-73.9437,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",Keypad,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",310.0,72,8,2015-07-10,2020-02-23,99.0,10.0,10.0,10.0,10.0,1.18,2020,02,23
770,4297952,https://www.airbnb.com/rooms/4297952,none,"The neighborhood - North Chelsea- is situated just north of Chelsea proper, and just south of bustling Times Square. Its a relatively quiet block, a lovely tree-lined street, and a short walk to either of these neighborhoods. Also just steps from the HighLine, hotspot Meatpacking District, and close to several subway lines (A,C,E, 1, 9,)","Its a great apartment. I love it and I hope you will too. All essential amenities come with it.. towels, linens, plates, glasses, cutlery, iron, ironing board,  hairdryer, etc.","Super easy to get anywhere from the place.. its right near Penn Station (Subways: A,C,E, 1, 9... NJ Transit and Amtrak)",I'm usually in the city staying at my other property or with a friend and can be reached most anytime with any questions.,"No stringent rules... however its not a party house... the neighbors will appreciate general respect in terms of noise. Also, no smoking in the unit.",22305520,within a few hours,100%,98%,t,2.0,2.0,Manhattan,10001,40.7492,-73.99847,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",199.0,224,30,2014-10-17,2020-03-20,97.0,10.0,10.0,10.0,10.0,3.21,2020,03,20
782,4405156,https://www.airbnb.com/rooms/4405156,none,"THIS IS HARLEM, The Barrio, Spanish Harlem.   It's a safe, residential, gentrified neighborhood. Hispanics, African Americans, & Caucasians live here. Travelers should be open to various cultures in this area. It's not a fancy neighborhood. This is what's great about NYC, you experience the different neighborhoods.  Spanish Harlem has authentic Mexican, Dominican & Puerto Rican food that's delicious & cheap.  You can also get cheap good sandwiches & coffee at the Hispanic delis that play spanish music!  I'm 4 blocks from the The Upper East Side where there's a Starbucks, Dunkin Donuts, Le Pain Quotidien and Central Park! Everything you need...food, grocery, laundry, coffee, subway, bus, pharmacy, museums are close by.","PLEASE READ DESCRIPTION & REVIEWS.  Please include ""LIFE IS GOOD"" in your booking message so I know you read this. If you're EASY GOING, this is the place for you!  The apartment faces the street, you will hear noise occasionally & people hang out in the street, talk & listen to music at night in the summer. DO NOT BOOK IF YOU WANT A: fancy neighborhood  luxury building new building hotel experience light sleeper action or nightlife",6 Green Line Train- 4 blocks-96th street 6 Green Line Train- 3 blocks 103rd Street if you want to visit The Bronx/Yankee Stadium  Bus stop @ E 96th street takes you to the West Side of Manhattan Bus stop @100st-the corner of my apartment takes you down town on the East Side,Available for questions through Airbnb.,"Maintain area clean and leave apt clean to avoid mice and roaches. No smoking in the apartment, no smoking out the window.  If I smell smoke I will keep $100 deposit.  Do not bring people stay over. I will ask you to leave the apartment with partial refund. No parties. Full deposit will be kept for loss, damages and if rules are not followed. Thank you!",5787701,within an hour,100%,89%,t,1.0,1.0,Manhattan,10029,40.78802,-73.95026,Apartment,Entire home/apt,"{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke alarm"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Cleaning before checkout"",""Shower gel""}",120.0,83,14,2014-11-06,2020-02-21,94.0,10.0,10.0,9.0,9.0,1.2,2020,02,21
792,4454122,https://www.airbnb.com/rooms/4454122,none,,For your convenience: - Pioneer Market is a two minute walk away located on Lenox Ave. Open until midnight every night. -24 hour Laundromat located around the corner on Lenox - dry cleaners can be found at the end of my block on corner of Lenox  - Two coffee shops around the corner for those who need a caffeine fix ***during the holidays dec 20-jan 3 price per night is $235,The apt is situated near three major subway lines: *3-5 minute walk to the 2/3  station at 125th st *7-10 minute walk to A/C/B/D station at  125th st *12-15 minute walk east down 125th st to 4/5/6 at 125th st station and Metro North station,During your stay I will be super close to Harlem. Should you have any questions feel free to call or text me. I will be here to welcome you to my home and the neighborhood when you arrive.,"I want you to have a rad time during your stay in Harlem while also respecting the space so please: - if you are a smoker please do so outside on the stoop or in the backyard. -keep the space clean as I will be cleaning it after every guest in order to keep prices down; it's a win-win.  -if using kitchen please tidy up afterwards and keep appliances clean. - when entering and exiting the building please make sure doors are properly locked behind you. If using the backyard bolt door when coming back inside. - while staying here have fun, relax and enjoy your surroundings ;)",1390414,a few days or more,0%,27%,f,0.0,0.0,Manhattan,10027,40.81071,-73.94433000000001,Apartment,Entire home/apt,"{TV,Wifi,Kitchen,Heating,""Smoke alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",115.0,96,11,2014-12-09,2020-02-16,98.0,10.0,10.0,10.0,10.0,1.41,2020,02,16
793,4455094,https://www.airbnb.com/rooms/4455094,none,"The West Village is one of Manhattan's most sought after neighborhoods to live and visit. Historically preserved, tree-lined with beautiful garden plantings and just a 5 minute walk from Hudson River Park with beautiful sunsets, historic Washington Square Park and Bleecker Street shopping. WV is also known for the hippest restaurants and clubs.","This space is quintessential historic NYC.  This means the building is old and is a 3rd floor walk-up. While large for a  NYC rental, I still get the occasional guest displeased and unprepared for this urban experience. So please carefully consider before you make your reservation. You may reach me at (phone number hidden).","The West Village is one of Manhattan's most sought after neighborhoods to live and visit. Historically preserved, tree-lined with beautiful garden plantings and just a 5 minute walk from Hudson River Park with beautiful sunsets, historic Washington Square Park and Bleecker Street shopping. WV is also known for the hippest restaurants and clubs. Street parking is usually easily available on the weekends and hit or miss during the week. There is paid garage parking a block away.","I live in the apartment in my own private room. I work full-time often long hours so I respect that guests may also have full schedules and may enjoy their privacy. However, I've hosted dozens of guests and have experienced that there are those relaxed moments when it feels natural to engage. I've met some of the most wonderful people this way.","Please take shoes off when walking on rugs Kitchen is for lite meal prep rather than cooking meals - refrigerator for leftovers, microwave for leftovers, sink for drinking water, coffee and tea. I'm sorry that kitchen is not meant for stocking groceries  and cooking meals Due to the fact I work until 5:30pm outside of my home, early check-in and early bag drop-off and post check-out bag storage is not possible.  There is a luggage internet service with lockers located throughout the City  - it's called LuggageHero I cannot accept parcel deliveries for you in advance of your stay",13541655,within a few hours,100%,98%,t,2.0,2.0,Manhattan,10014,40.729279999999996,-74.00806,Apartment,Private room,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",""Pets allowed"",""Free street parking"",Heating,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}",118.0,206,54,2015-08-30,2020-03-12,99.0,10.0,10.0,10.0,10.0,3.48,2020,03,12
795,4467771,https://www.airbnb.com/rooms/4467771,none,,,"NYC Subway is less than 5 minutes walking at the Penn Station and 23rd Street stops, but if you're like us, you'll find yourself walking almost everywhere Taxis are easy to flag down everywhere in NYC, and we usually do it on 30th St & 9th Ave.  You might also want to try Uber.  They usually pick-up in less then 5 minutes, and UberX is now cheaper than NYC Taxi We also suggest getting a weekly CitiBike pass for $25.  Getting around NYC on a bike is quick and easy, and there are Stations near us on 29th St & 9th Ave, and 31st St & 8th Ave.  Get the CitiBike App for your smartphone for easy location listings","We are always available via phone, text and e-mail before and during your stay, and would be happy to help you with anything and offer recommendations to our favorite places","1.  Please respect our apartment.  It is our home, and we keep it very clean.  We do not charge a cleaning fee, so please try to leave everything the way you found it. 2.  No shoes inside the apartment!  NYC is an interesting place and we do everything we can not to track outside dirt into our house.  Please use the conveniently located shoe closet at the entrance hallway.  Slippers are available to you in the shoe closet. 3.  No smoking inside.  If you need a smoke, please go outside or on the roof.  To access the roof simply continue up the stairs to the 6th floor door that leads to the roof.  It is not locked. 4.  Have fun!!!",23178728,within a day,100%,90%,f,2.0,2.0,Manhattan,10001,40.74998,-73.99772,Apartment,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Other,""Shower gel"",""Baking sheet"",""Trash can""}",345.0,110,15,2014-12-04,2020-02-23,96.0,10.0,10.0,10.0,9.0,1.61,2020,02,23
797,4471513,https://www.airbnb.com/rooms/4471513,none,"There is simply no better place to explore NYC than from this gorgeous apartment. The building is super quiet and upscale, but you're able to walk to everything you'll want to see, including:  Times Square The Intrepid  Broadway shows Rockefeller Center Carnegie Hall Central Park Columbus Circle St. Patrick's Cathedral DeWitt Clinton Park Museum of Modern Art Top of the Rock Radio City Music Hall Lincoln Center Madame Tussaud's Wax Museum Gotham West Market Bryant Park  Eugene O'Neill Theater Best Buy Theater NYC Tourist Center and more! There are also hundreds of amazing restaurants right outside your door - within a few blocks alone, you'll have your choice of: German, Italian, French, Israeli, Ethiopian, Thai, Indonesian, Portuguese, Brazilian, Spanish, Mexican, tapas, Chinese, bubble tea, pizza, falafel, Indian, Egyptian, Greek, sushi, and so much more.",,"The following subway lines are proximate:  1, 2, 3, A, B, C, D, E, F, M, N, Q, R Ubers arrive within 2 minutes.  Also, the taxi garages are nearby, so you'll always get a ride - no waiting for hours during rush hour!","I love personally meeting with my guests, talking over your plans and helping you pick the best mix of sightseeing, restaurants, bars, museums, shows and fun things to do!","This is an extremely upscale and quiet building - please be respectful, quiet, low key and do not draw much attention to yourself - especially when coming and go during your stay, and arriving/departing.  - Absolutely no parties or get togethers.  - No loud noise. - No loud music.  - Smoking is only allowed on the balconies.",3740730,within an hour,100%,94%,t,2.0,2.0,Manhattan,10036,40.75607,-73.98593000000001,Serviced apartment,Hotel room,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop-friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",Bathtub,""Window guards"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""No stairs or steps to enter"",""Wide entryway"",""Paid parking on premises""}",699.0,207,21,2014-11-06,2020-01-27,99.0,10.0,10.0,10.0,10.0,3.0,2020,01,27
798,4472978,https://www.airbnb.com/rooms/4472978,none,"It is very close to the river and there is a great bike trail that goes all around Manhattan. Also, Madison Square garden is two blocks and I love to go see concerts! Times Square and Broadway are walking distance so you really feel close to everything!","Please make yourself at home, enjoy the Big Apple and I am at your disposal for any questions you might have! I hope you enjoy my place and please respect it as if it was yours! Thank you!",The subway is two blocks away and so is Penn Station. The High Line starts right on West 34th! The Hudson River trail is two blocks away. You can reach any location very quickly!,I am usually not around when I have guests but I am always available by email or phone for any questions they might have.,"WELCOME TO NEW YORK! I WISH YOU A VERY PLEASANT STAY! You are in the very center of Manhattan! It is loud, messy, crowded, crazy but very exciting, fascinating and wonderful at the same time!  And….. you are in the city that NEVER SLEEPS! 				   HOUSE RULES 		Please take off your shoes when you are inside.       If you move things around (in the kitchen or elsewhere) it is perfectly fine, but I would appreciate if you can please put everything back  like you found it, before you leave (Website hidden by Airbnb)   Thank you very much for your cooperation! ________________________________________________________ SAFETY FIRST : the building is safe but please still use some precautions: •	do not leave keys in the lock (it can happen!) •	always lock the door when you are inside and lock it when you go out •	Note: Probably this will not happen but, if somebody asks you who you are, just say we are Catia’s friends. Theoretically all people coming in, should identify themselves. I will leave ",5800619,within a day,100%,72%,t,1.0,1.0,Manhattan,,40.755309999999994,-73.99945,Apartment,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",195.0,152,16,2015-09-21,2020-02-23,99.0,10.0,10.0,10.0,10.0,2.6,2020,02,23
811,4546034,https://www.airbnb.com/rooms/4546034,none,Washington Heights. Heavily populated with Hispanics and very friendly. Laundromat  & Grocery store a block away.,"I use the Key Cafe service when I am not available to welcome my guests. There is an App for both Android and Apple. A link will be sent to you to pick up the keys at the Seven-Eleven by my apartment. I will have a body towel and face towel prepared for you. If you do not need a towel, please let me know. I recycle and will have a bag in the kitchen for recyclable items.",The 1 train three blocks away. The A train three blocks away and usually runs express during the day time to about 10pm. The buses run block to block.,"I usually work from 10am to either 8pm or 9pm. Fridays, I am OFF. I will do my best to be present to greet you when you’re arriving and departing.","Since the building is an old building, I would greatly appreciate extra care to hygiene and cleanliness throughout the apartment.",23570593,within an hour,100%,98%,t,1.0,1.0,Manhattan,10033,40.84769,-73.93512,Apartment,Private room,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop-friendly workspace"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",55.0,52,27,2015-01-04,2020-03-07,97.0,10.0,10.0,9.0,10.0,0.77,2020,03,07
814,4563401,https://www.airbnb.com/rooms/4563401,none,Apartment is located in the heart of Manhattan.,The apartment is not suitable for children under the age of 12. The nightly price is for 2 guest. The apartment can accommodate a third guest for an extra charge of $35. As you may have noticed in my listing there is NO cleaning fee. I do not charge extra for that service. The reason being is because I expect my guests to leave my apartment in the same condition that they found it when they entered it. Thank you for your understanding and respect. The apartment is ONLY for guests booked through Airbnb! No outside guests are allowed in the apartment. I appreciate your cooperation and understanding.,,I am more than happy to be of any help should you have any questions or concerns.,Please refer to welcome sheet.,22885233,within a day,100%,81%,t,1.0,1.0,Manhattan,10019,40.765209999999996,-73.99191,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Gym,Elevator,Heating,Washer,Dryer,""Smoke alarm"",""Carbon monoxide alarm"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop-friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",215.0,50,11,2017-06-26,2020-02-22,98.0,10.0,10.0,10.0,10.0,1.35,2020,02,22
